"Province.State","Country.Region","Lat","Long","confirmed","recovered","deaths","date","confirmed_new","recovered_new","deaths_new","hasErrors","isTerritory","country_code","territory_code"
"","Brunei",4.5353,114.7277,0,0,0,2020-02-20,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-02-21,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-02-22,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-02-23,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-02-24,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-02-25,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-02-26,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-02-27,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-02-28,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-02-29,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-03-01,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-03-02,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-03-03,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-03-04,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-03-05,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-03-06,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-03-07,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,0,0,0,2020-03-08,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,1,0,0,2020-03-09,1,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,1,0,0,2020-03-10,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,11,0,0,2020-03-11,10,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,11,0,0,2020-03-12,0,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,37,0,0,2020-03-13,26,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,40,0,0,2020-03-14,3,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,50,0,0,2020-03-15,10,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,54,0,0,2020-03-16,4,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,56,0,0,2020-03-17,2,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,68,0,0,2020-03-18,12,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,75,0,0,2020-03-19,7,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,78,1,0,2020-03-20,3,1,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,83,2,0,2020-03-21,5,1,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,88,2,0,2020-03-22,5,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,91,2,0,2020-03-23,3,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,104,2,0,2020-03-24,13,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,109,2,0,2020-03-25,5,0,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,114,5,0,2020-03-26,5,3,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,115,11,0,2020-03-27,1,6,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,120,25,1,2020-03-28,5,14,1,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,126,34,1,2020-03-29,6,9,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,127,38,1,2020-03-30,1,4,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,129,45,1,2020-03-31,2,7,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,131,52,1,2020-04-01,2,7,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,133,56,1,2020-04-02,2,4,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,134,65,1,2020-04-03,1,9,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,135,66,1,2020-04-04,1,1,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,135,73,1,2020-04-05,0,7,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,135,82,1,2020-04-06,0,9,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,135,85,1,2020-04-07,0,3,0,FALSE,FALSE,"BN",
"","Brunei",4.5353,114.7277,135,91,1,2020-04-08,0,6,0,FALSE,FALSE,"BN",
