"Combined_Key","Admin2","Province.State","Country.Region","confirmed","deaths","date","confirmed_new","deaths_new","hasErrors","hasParent","country_code","country_code3","territory_code"
"New York City, New York, US","New York","New York","US",0,0,2020-02-23,0,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",0,0,2020-02-24,0,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",0,0,2020-02-25,0,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",0,0,2020-02-26,0,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",0,0,2020-02-27,0,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",0,0,2020-02-28,0,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",0,0,2020-02-29,0,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",0,0,2020-03-01,0,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",1,0,2020-03-02,1,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",1,0,2020-03-03,0,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",1,0,2020-03-04,0,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",4,0,2020-03-05,3,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",11,0,2020-03-06,7,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",11,0,2020-03-07,0,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",12,0,2020-03-08,1,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",19,0,2020-03-09,7,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",25,0,2020-03-10,6,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",55,0,2020-03-11,30,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",95,0,2020-03-12,40,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",154,0,2020-03-13,59,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",269,1,2020-03-14,115,1,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",269,1,2020-03-15,0,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",463,7,2020-03-16,194,6,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",814,7,2020-03-17,351,0,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",1871,11,2020-03-18,1057,4,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",3954,26,2020-03-19,2083,15,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",5151,29,2020-03-20,1197,3,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",7530,45,2020-03-21,2379,16,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",9654,63,2020-03-22,2124,18,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",12305,99,2020-03-23,2651,36,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",14904,131,2020-03-24,2599,32,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",17856,199,2020-03-25,2952,68,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",21873,281,2020-03-26,4017,82,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",25573,366,2020-03-27,3700,85,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",29776,672,2020-03-28,4203,306,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",33768,776,2020-03-29,3992,104,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",37453,914,2020-03-30,3685,138,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",43119,1096,2020-03-31,5666,182,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",47439,1374,2020-04-01,4320,278,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",51809,1762,2020-04-02,4370,388,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",57159,2243,2020-04-03,5350,481,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",63306,2630,2020-04-04,6147,387,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",67551,3048,2020-04-05,4245,418,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",72181,3485,2020-04-06,4630,437,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",76876,4009,2020-04-07,4695,524,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",81803,4571,2020-04-08,4927,562,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",87028,5150,2020-04-09,5225,579,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",92384,5820,2020-04-10,5356,670,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",98308,6367,2020-04-11,5924,547,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",103208,6898,2020-04-12,4900,531,FALSE,TRUE,"US","USA","US-NY"
"New York City, New York, US","New York","New York","US",106763,7349,2020-04-13,3555,451,FALSE,TRUE,"US","USA","US-NY"
