"Combined_Key","Admin2","Province.State","Country.Region","confirmed","deaths","date","confirmed_new","deaths_new","hasErrors","hasParent","country_code","country_code3","territory_code"
"Carroll, Maryland, US","Carroll","Maryland","US",5,0,2020-03-24,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",5,0,2020-03-25,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",7,0,2020-03-26,2,0,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",9,0,2020-03-27,2,0,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",10,0,2020-03-28,1,0,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",82,0,2020-03-29,72,0,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",82,1,2020-03-30,0,1,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",92,2,2020-03-31,10,1,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",96,2,2020-04-01,4,0,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",105,4,2020-04-02,9,2,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",129,5,2020-04-03,24,1,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",134,6,2020-04-04,5,1,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",142,8,2020-04-05,8,2,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",150,10,2020-04-06,8,2,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",159,16,2020-04-07,9,6,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",186,18,2020-04-08,27,2,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",203,18,2020-04-09,17,0,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",214,19,2020-04-10,11,1,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",214,25,2020-04-11,0,6,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",236,25,2020-04-12,22,0,FALSE,TRUE,"US","USA","LR-MY"
"Carroll, Maryland, US","Carroll","Maryland","US",250,28,2020-04-13,14,3,FALSE,TRUE,"US","USA","LR-MY"
