"Combined_Key","Admin2","Province.State","Country.Region","confirmed","deaths","date","confirmed_new","deaths_new","hasErrors","hasParent","country_code","country_code3","territory_code"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-07,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-08,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-09,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-10,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-11,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-12,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-13,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-14,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-15,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-16,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-17,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-18,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-19,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-20,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-21,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-22,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-23,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-24,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-25,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-26,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-27,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-28,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-02-29,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-03-01,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-03-02,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-03-03,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-03-04,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-03-05,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-03-06,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-03-07,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-03-08,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-03-09,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-03-10,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-03-11,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-03-12,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-03-13,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-03-14,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",0,0,2020-03-15,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",4,0,2020-03-16,4,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",4,0,2020-03-17,0,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",8,0,2020-03-18,4,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",16,0,2020-03-19,8,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",18,0,2020-03-20,2,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",19,0,2020-03-21,1,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",24,0,2020-03-22,5,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",26,0,2020-03-23,2,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",30,0,2020-03-24,4,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",35,0,2020-03-25,5,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",49,0,2020-03-26,14,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",62,0,2020-03-27,13,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",73,0,2020-03-28,11,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",81,0,2020-03-29,8,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",96,1,2020-03-30,15,1,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",117,2,2020-03-31,21,1,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",142,2,2020-04-01,25,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",152,2,2020-04-02,10,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",166,2,2020-04-03,14,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",180,3,2020-04-04,14,1,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",199,3,2020-04-05,19,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",214,3,2020-04-06,15,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",236,3,2020-04-07,22,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",274,3,2020-04-08,38,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",299,5,2020-04-09,25,2,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",319,5,2020-04-10,20,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",351,6,2020-04-11,32,1,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",371,6,2020-04-12,20,0,FALSE,TRUE,"US","USA","LR-MY"
"Howard, Maryland, US","Howard","Maryland","US",386,8,2020-04-13,15,2,FALSE,TRUE,"US","USA","LR-MY"
