"UID","iso2","iso3","code3","FIPS","Admin2","Province.State","Country.Region","Lat","Long_","Combined_Key","confirmed","deaths","date","confirmed_new","deaths_new","hasErrors","hasParent","country_code","country_code3","territory_code"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-02-23,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-02-24,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-02-25,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-02-26,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-02-27,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-02-28,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-02-29,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-03-01,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-03-02,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-03-03,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-03-04,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-03-05,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-03-06,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-03-07,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-03-08,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-03-09,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-03-10,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-03-11,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-03-12,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-03-13,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-03-14,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-03-15,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",0,0,2020-03-16,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",2,0,2020-03-17,2,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",3,0,2020-03-18,1,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",3,0,2020-03-19,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",5,0,2020-03-20,2,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",6,0,2020-03-21,1,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",7,0,2020-03-22,1,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",7,0,2020-03-23,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",7,0,2020-03-24,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",10,0,2020-03-25,3,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",11,0,2020-03-26,1,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",10,0,2020-03-27,-1,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",19,0,2020-03-28,9,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",23,0,2020-03-29,4,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",28,0,2020-03-30,5,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",30,0,2020-03-31,2,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",35,0,2020-04-01,5,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",40,0,2020-04-02,5,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",42,0,2020-04-03,2,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",46,0,2020-04-04,4,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",53,0,2020-04-05,7,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",53,0,2020-04-06,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",65,1,2020-04-07,12,1,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",71,1,2020-04-08,6,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",73,1,2020-04-09,2,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",76,1,2020-04-10,3,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",76,1,2020-04-11,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",79,1,2020-04-12,3,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",79,1,2020-04-13,0,0,FALSE,TRUE,"US","USA","US-AK"
84002090,"US","USA",840,2090,"Fairbanks North Star","Alaska","US",64.8073,-146.569,"Fairbanks North Star,Alaska,US",79,1,2020-04-14,0,0,FALSE,TRUE,"US","USA","US-AK"
